Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
21-July-2016,2490.00,2515.00,2466.00,2501.25,2493.348963414634146341,49200,4390,122672769.00,10931,22.22,49.00,11.25
20-July-2016,2458.00,2499.00,2448.05,2493.25,2487.504687500000000000,58240,4682,144872273.00,20184,34.66,50.95,35.25
19-July-2016,2430.00,2467.05,2430.00,2461.55,2452.250279765777488614,38425,4078,94227717.00,13315,34.65,37.05,31.55
18-July-2016,2445.00,2470.00,2428.95,2433.50,2443.650963738055886956,91363,6931,223259283.00,39866,43.63,41.05,-11.50
15-July-2016,2524.00,2528.00,2428.05,2441.90,2464.789788607100783870,289461,21065,713460517.00,72475,25.04,99.95,-82.10
14-July-2016,2488.50,2526.85,2472.05,2520.30,2506.065514592933947772,91140,6779,228402811.00,25729,28.23,54.80,31.80
13-July-2016,2476.00,2498.00,2451.55,2491.40,2484.340270736609922265,56217,4230,139662157.00,18030,32.07,46.45,15.40
12-July-2016,2469.00,2476.65,2437.00,2461.50,2454.894803017602682313,31018,3018,76145927.00,9298,29.98,39.65,-7.50
11-July-2016,2427.00,2469.00,2427.00,2463.65,2454.284556060905675301,50570,6838,124113170.00,17329,34.27,42.00,36.65
8-July-2016,2435.00,2443.00,2404.50,2425.50,2429.710858995137763371,114145,7013,277339346.00,75732,66.35,38.50,-9.50
7-July-2016,2488.00,2492.90,2425.00,2429.05,2450.012058476838240275,73807,5424,180828040.00,34274,46.44,67.90,-58.95
5-July-2016,2498.00,2498.00,2477.00,2482.70,2485.047807451368282228,30330,2656,75371500.00,11608,38.27,21.00,-15.30
4-July-2016,2520.00,2525.00,2490.00,2494.80,2507.932070108953102794,52775,3957,132356115.00,21968,41.63,35.00,-25.20
1-July-2016,2553.10,2571.00,2495.00,2501.80,2523.988424740324926758,48811,5287,123198399.00,18644,38.20,76.00,-51.30
30-June-2016,2514.00,2563.80,2500.55,2550.80,2522.196181322529550572,185614,6964,468154922.00,137008,73.81,63.25,36.80
29-June-2016,2477.00,2509.00,2467.00,2499.60,2488.198669934696536002,58343,4778,145168975.00,17839,30.58,42.00,22.60
28-June-2016,2495.50,2502.00,2455.00,2461.80,2476.827830087738069762,93460,5680,231484329.00,36487,39.04,47.00,-33.70
27-June-2016,2548.00,2548.00,2484.15,2495.35,2499.568570827516303620,104578,8039,261399882.00,27476,26.27,63.85,-52.65
24-June-2016,2585.00,2592.10,2517.10,2570.70,2552.530086785655804814,152675,10234,389707531.00,59176,38.76,75.00,-14.30
23-June-2016,2654.10,2657.95,2625.00,2644.30,2642.121473819657527467,40412,3114,106773413.00,11984,29.65,32.95,-9.80
22-June-2016,2647.30,2675.45,2634.00,2665.50,2657.480341326420393173,55548,4780,147617718.00,11413,20.55,41.45,18.20
21-June-2016,2660.00,2661.10,2640.00,2647.30,2648.529285615459115436,43366,2965,114856121.00,23653,54.54,21.10,-12.70
20-June-2016,2599.50,2662.95,2594.80,2655.70,2644.081363236587510993,113700,6415,300632051.00,73942,65.03,68.15,56.20
17-June-2016,2559.00,2609.80,2559.00,2603.50,2592.243242607447834576,42509,3755,110193668.00,19019,44.74,50.80,44.50
16-June-2016,2560.50,2564.80,2517.75,2557.10,2539.497749859366210388,31998,3337,81258849.00,10830,33.85,47.05,-3.40
15-June-2016,2530.00,2563.70,2523.60,2555.70,2542.847467936004231125,37815,2647,96157777.00,15212,40.23,40.10,25.70
14-June-2016,2550.00,2556.90,2518.25,2534.70,2530.979556691294928059,36002,2884,91120326.00,15198,42.21,38.65,-15.30
13-June-2016,2550.00,2555.65,2521.00,2551.95,2541.576293008985316677,36504,3686,92777701.00,9388,25.72,34.65,1.95
10-June-2016,2577.00,2602.25,2556.00,2560.95,2572.929284937197112056,30333,3579,78044664.00,6177,20.36,46.25,-16.05
9-June-2016,2620.00,2624.60,2558.00,2577.50,2579.555975122167925366,40518,4256,104518449.00,11543,28.49,66.60,-42.50
8-June-2016,2630.00,2630.00,2606.95,2611.10,2614.491877058177826564,18220,1935,47636042.00,6153,33.77,23.05,-18.90
7-June-2016,2627.00,2638.90,2615.00,2631.45,2628.731648218514235365,18159,1848,47735138.00,5130,28.25,23.90,4.45
6-June-2016,2629.55,2639.85,2605.00,2611.35,2622.056091752318876911,31912,3159,83675054.00,14032,43.97,34.85,-18.20
3-June-2016,2651.00,2658.60,2620.60,2630.85,2634.010049693234502095,36021,3030,94879676.00,12973,36.02,38.00,-20.15
2-June-2016,2629.50,2651.00,2609.00,2646.90,2637.930870598401382588,32403,3484,85476874.00,8793,27.14,42.00,17.40
1-June-2016,2577.90,2642.55,2571.85,2631.85,2624.992995926041993105,63820,5618,167527053.00,20049,31.41,70.70,53.95
31-May-2016,2621.00,2645.45,2570.00,2575.10,2595.352225525544521053,47427,4494,123089770.00,12673,26.72,75.45,-45.90
30-May-2016,2585.00,2643.00,2585.00,2635.35,2615.391900311526479750,65805,5809,172105864.00,29001,44.07,58.00,50.35
27-May-2016,2561.00,2580.00,2550.00,2572.05,2567.227332135272014376,61210,4667,157139985.00,25982,42.45,30.00,11.05
26-May-2016,2526.00,2569.00,2506.30,2552.80,2539.170877305191344206,56286,3496,142919772.00,29871,53.07,62.70,26.80
25-May-2016,2488.55,2532.00,2488.55,2526.70,2513.472786642518144441,75643,2796,190126622.00,56516,74.71,43.45,38.15
24-May-2016,2483.90,2488.00,2461.00,2467.50,2465.264130405925611277,113001,2271,278577312.00,95461,84.48,27.00,-16.40
23-May-2016,2532.00,2547.75,2481.00,2491.70,2508.048688940858483743,189427,7455,475092139.00,133934,70.70,66.75,-40.30
20-May-2016,2564.95,2565.00,2526.00,2532.05,2543.777049898935781603,82126,5326,208910234.00,44687,54.41,39.00,-32.90
19-May-2016,2550.00,2559.90,2527.75,2555.55,2548.105830614271527876,42294,2992,107769588.00,21035,49.74,32.15,5.55
18-May-2016,2570.20,2570.20,2527.70,2550.45,2544.310955696592519563,32458,3635,82583245.00,6870,21.17,42.50,-19.75
17-May-2016,2556.00,2590.85,2553.00,2570.20,2574.191237152074424187,53316,6598,137245580.00,20931,39.26,37.85,14.20
16-May-2016,2524.00,2563.95,2524.00,2553.80,2545.731514432582048240,27819,2861,70819705.00,8343,29.99,39.95,29.80
13-May-2016,2565.00,2565.00,2512.00,2523.40,2529.393161129533022155,47347,3485,119759178.00,16558,34.97,53.00,-41.60
12-May-2016,2519.00,2570.00,2519.00,2567.05,2554.849571345539087474,55056,5822,140659798.00,20435,37.12,51.00,48.05
11-May-2016,2515.00,2524.00,2488.05,2517.75,2513.080893873175558670,48508,4012,121904528.00,22126,45.61,35.95,2.75
10-May-2016,2514.00,2532.85,2497.10,2523.60,2519.743709904909231539,21979,2224,55381447.00,6813,31.00,35.75,9.60
9-May-2016,2472.15,2519.90,2458.65,2515.35,2502.239148133864678407,46674,4885,116789510.00,17775,38.08,61.25,43.20
6-May-2016,2470.00,2484.00,2432.00,2472.15,2454.426116333725029377,27232,2634,66838932.00,5470,20.09,52.00,2.15
5-May-2016,2480.65,2490.40,2465.00,2474.00,2474.327834612105711849,46920,3410,116095462.00,22867,48.74,25.40,-6.65
4-May-2016,2471.00,2492.10,2457.95,2478.25,2472.311167643459779738,31054,2441,76775151.00,8738,28.14,34.15,7.25
3-May-2016,2520.00,2530.00,2475.10,2480.25,2492.568913437473030119,69522,4507,173288376.00,21311,30.65,54.90,-39.75
2-May-2016,2530.05,2530.05,2500.05,2525.15,2516.398711995093314641,22826,2826,57439317.00,4954,21.70,30.00,-4.90
29-April-2016,2520.00,2539.60,2511.10,2530.05,2528.438557260110599182,355518,7191,898905419.00,299722,84.31,28.50,10.05
28-April-2016,2508.00,2536.35,2500.00,2526.95,2524.546124664173563202,74071,7564,186995656.00,23747,32.06,36.35,18.95
27-April-2016,2489.90,2512.00,2477.35,2505.55,2499.692359234359993746,44773,5174,111918726.00,11050,24.68,34.65,15.65
26-April-2016,2435.00,2492.80,2435.00,2488.00,2478.361790187327228082,64753,5510,160481361.00,26087,40.29,57.80,53.00
25-April-2016,2417.00,2454.20,2406.00,2448.30,2440.205132869465035548,65967,3870,160973012.00,28506,43.21,48.20,31.30
22-April-2016,2411.00,2435.00,2404.95,2417.20,2419.748910050481872418,69728,5521,168724252.00,23009,33.00,30.05,6.20
21-April-2016,2462.00,2466.90,2415.00,2423.20,2438.253704054671735470,89699,6207,218708919.00,19596,21.85,51.90,-38.80
20-April-2016,2548.00,2548.00,2442.00,2451.90,2472.224239541760582311,241795,16820,597771460.00,63956,26.45,106.00,-96.10
18-April-2016,2449.00,2553.15,2449.00,2522.40,2501.665893056071295952,226212,17073,565906845.00,32595,14.41,104.15,73.40
13-April-2016,2525.00,2543.40,2513.05,2523.15,2527.027553584626755358,33825,3192,85476707.00,9901,29.27,30.35,-1.85
12-April-2016,2506.65,2519.25,2487.45,2512.50,2504.063574948598283345,30641,2653,76727012.00,7315,23.87,31.80,5.85
11-April-2016,2450.00,2514.45,2412.15,2506.65,2461.494202581492014876,54852,4810,135017880.00,19398,35.36,102.30,56.65
8-April-2016,2465.00,2466.90,2425.20,2428.70,2437.539402868396524249,33259,3092,81070123.00,11229,33.76,41.70,-36.30
7-April-2016,2478.90,2483.40,2458.90,2470.95,2470.802449941107184923,21225,2329,52442782.00,8018,37.78,24.50,-7.95
6-April-2016,2465.00,2487.50,2460.05,2478.90,2476.186357148627905097,37133,3856,91948228.00,11492,30.95,27.45,13.90
5-April-2016,2472.30,2484.00,2446.75,2462.65,2470.959456341842619990,199390,3159,492684606.00,44067,22.10,37.25,-9.65
4-April-2016,2469.00,2487.80,2448.00,2470.70,2462.881281369943903159,33870,3248,83417789.00,9896,29.22,39.80,1.70
1-April-2016,2505.05,2520.95,2435.55,2455.40,2465.983103098988534770,68119,10508,167980303.00,23178,34.03,85.40,-49.65
31-March-2016,2488.00,2534.00,2472.50,2516.05,2509.976069453480806766,49184,5200,123450663.00,12833,26.09,61.50,28.05
30-March-2016,2470.00,2503.00,2465.00,2488.35,2488.611721991701244813,28920,2892,71970651.00,9389,32.47,38.00,18.35
29-March-2016,2475.00,2486.40,2450.00,2467.85,2473.011642467932446610,29547,2141,73070075.00,9540,32.29,36.40,-7.15
28-March-2016,2485.10,2517.95,2461.20,2473.55,2480.676576485970029166,49715,4349,123326836.00,16826,33.84,56.75,-11.55
23-March-2016,2478.00,2485.00,2457.10,2474.70,2474.696283372555384240,123230,4059,304956823.00,100610,81.64,27.90,-3.30
22-March-2016,2446.00,2485.00,2435.60,2474.05,2457.405090663362991327,44395,3518,109096499.00,13229,29.80,49.40,28.05
21-March-2016,2430.00,2457.00,2419.85,2443.65,2435.766559944619910872,46226,5357,112595745.00,16262,35.18,37.15,13.65
18-March-2016,2363.00,2435.00,2363.00,2427.25,2411.625104887451204533,82231,6775,198310344.00,35154,42.75,72.00,64.25
17-March-2016,2330.10,2361.65,2330.10,2351.75,2347.284364472927450497,36513,3169,85706394.00,17471,47.85,31.55,21.65
16-March-2016,2323.40,2331.00,2308.20,2327.35,2320.575734658599827139,18512,1801,42958498.00,5485,29.63,22.80,3.95
15-March-2016,2355.00,2356.95,2320.00,2329.65,2333.629043945270875069,23461,2303,54749271.00,9114,38.85,36.95,-25.35
14-March-2016,2370.00,2396.90,2340.00,2352.00,2362.500685623556581986,27712,2980,65469619.00,7474,26.97,56.90,-18.00
11-March-2016,2348.00,2389.90,2336.90,2366.00,2372.162936693858276465,215998,3135,512382450.00,188677,87.35,53.00,18.00
10-March-2016,2356.00,2356.00,2315.40,2348.00,2332.525816175998973766,31182,2921,72732820.00,3749,12.02,40.60,-8.00
9-March-2016,2350.00,2368.85,2298.00,2356.20,2331.583965604451188669,43494,3923,101409913.00,10243,23.55,70.85,6.20
8-March-2016,2345.00,2365.00,2306.00,2354.40,2341.006486452934421650,32221,2899,75429570.00,8657,26.87,59.00,9.40
4-March-2016,2373.00,2377.95,2350.00,2359.05,2362.742972027972027972,28600,2388,67574449.00,8836,30.90,27.95,-13.95
3-March-2016,2324.00,2389.50,2301.20,2377.30,2359.855739992365105901,75967,5921,179271161.00,21171,27.87,88.30,53.30
2-March-2016,2291.10,2330.00,2256.05,2319.55,2286.848510432999638161,49746,4358,113761566.00,15444,31.05,73.95,28.45
1-March-2016,2182.50,2284.50,2163.50,2275.00,2246.807856147307669657,50941,5340,114454639.00,13374,26.25,121.00,92.50
29-February-2016,2214.00,2230.00,2119.00,2181.90,2188.674952132045673715,143102,8390,313203763.00,80824,56.48,111.00,-32.10
26-February-2016,2238.00,2256.95,2202.60,2214.70,2219.069159552056769043,36076,3365,80055139.00,11750,32.57,54.35,-23.30
25-February-2016,2222.00,2238.00,2184.15,2212.25,2198.922025060970481877,59455,4751,130736909.00,28635,48.16,53.85,-9.75
24-February-2016,2264.00,2264.00,2205.50,2218.65,2232.324381041207393589,47176,3341,105312135.00,19203,40.71,58.50,-45.35
23-February-2016,2316.00,2320.00,2253.90,2265.10,2270.256087600461742861,183652,4294,416937071.00,157132,85.56,66.10,-50.90
22-February-2016,2320.50,2343.45,2305.10,2314.20,2330.062108781226901363,407221,3588,948850222.00,387043,95.04,38.35,-6.30
19-February-2016,2314.00,2325.30,2307.00,2320.20,2317.785407269832846908,18845,1930,43678666.00,4743,25.17,18.30,6.20
18-February-2016,2280.05,2319.45,2279.00,2315.30,2300.695724667316827633,31787,2854,73132215.00,11087,34.88,40.45,35.25
17-February-2016,2270.70,2281.90,2248.05,2278.00,2265.804192746686303387,43456,3986,98462787.00,17562,40.41,33.85,7.30
16-February-2016,2270.00,2281.00,2244.80,2267.75,2263.879266656729765985,26836,2073,60753464.00,8688,32.37,36.20,-2.25
15-February-2016,2245.60,2306.50,2226.60,2269.55,2234.212315134413343075,754129,4586,1684884299.00,713137,94.56,79.90,23.95
12-February-2016,2198.00,2242.00,2167.95,2226.50,2212.792202147234819397,69019,5275,152724705.00,16265,23.57,74.05,28.50
11-February-2016,2271.10,2285.00,2173.10,2196.05,2226.038639901679639492,61025,5472,135844008.00,22208,36.39,111.90,-75.05
10-February-2016,2280.00,2290.00,2258.05,2270.05,2269.808841570894733131,70915,3927,160963494.00,34459,48.59,31.95,-9.95
9-February-2016,2331.00,2332.00,2257.00,2281.45,2278.419467121720413426,103138,9863,234991627.00,37107,35.98,75.00,-49.55
8-February-2016,2415.00,2415.00,2350.00,2368.50,2386.206818648593140275,43821,3012,104565969.00,16640,37.97,65.00,-46.50
5-February-2016,2406.10,2439.95,2406.10,2425.85,2427.143360308608327393,23849,2381,57884942.00,5579,23.39,33.85,19.75
4-February-2016,2420.00,2437.55,2403.20,2417.45,2417.410372992734508769,86436,3342,208951283.00,61310,70.93,34.35,-2.55
3-February-2016,2377.00,2422.90,2356.95,2417.05,2398.716836796842643798,41047,3607,98460130.00,15270,37.20,65.95,40.05
2-February-2016,2408.00,2430.50,2380.00,2401.50,2415.387202497073741708,38445,3491,92859561.00,15246,39.66,50.50,-6.50
1-February-2016,2392.00,2412.00,2361.05,2402.20,2401.086982105153854141,28891,2996,69369804.00,11684,40.44,50.95,10.20
29-January-2016,2339.00,2398.25,2336.10,2391.20,2368.243971440118550451,37115,3270,87897375.00,13273,35.76,62.15,52.20
28-January-2016,2310.00,2347.00,2310.00,2330.90,2332.913078081919217759,35181,3222,82074215.00,12590,35.79,37.00,20.90
27-January-2016,2303.95,2327.95,2283.70,2319.60,2316.742815292222059469,34135,2627,79082016.00,15943,46.71,44.25,15.65
25-January-2016,2295.15,2338.80,2293.05,2305.95,2315.568953154875717017,33472,3552,77506724.00,11584,34.61,45.75,10.80
22-January-2016,2266.00,2301.00,2260.00,2295.25,2282.843430317078562863,149269,4253,340757756.00,121966,81.71,41.00,29.25
21-January-2016,2280.00,2286.25,2247.00,2261.20,2260.084822861025650704,52981,3741,119741554.00,16273,30.71,39.25,-18.80
20-January-2016,2279.00,2282.50,2243.75,2277.60,2264.752168733325502961,59597,4773,134972435.00,29371,49.28,38.75,-1.40
19-January-2016,2283.00,2293.00,2267.25,2279.00,2277.019461077844311377,27388,2023,62363009.00,12802,46.74,25.75,-4.00
18-January-2016,2270.00,2291.00,2263.00,2282.45,2281.293495563584015060,72243,3677,164807486.00,29380,40.67,28.00,12.45
15-January-2016,2290.00,2291.35,2258.15,2263.50,2265.381752591442531622,87596,6741,198438380.00,42038,47.99,33.20,-26.50
14-January-2016,2275.00,2297.50,2252.60,2278.95,2280.461003797933597419,122435,7367,279208243.00,57787,47.20,44.90,3.95
13-January-2016,2317.00,2327.95,2258.00,2280.30,2277.579831507953264719,336277,15547,765897713.00,164358,48.88,69.95,-36.70
12-January-2016,2367.95,2367.95,2301.10,2324.05,2323.271094807273526643,145569,10728,338196250.00,57834,39.73,66.85,-43.90
11-January-2016,2396.45,2396.45,2349.90,2363.00,2362.892962816093707104,32783,3335,77462720.00,9890,30.17,46.55,-33.45
8-January-2016,2380.00,2409.00,2372.95,2397.25,2394.557570681837872180,34627,2867,82916345.00,12260,35.41,36.05,17.25
7-January-2016,2375.00,2379.70,2359.85,2370.05,2366.703465324148742143,66343,3183,157014208.00,33127,49.93,19.85,-4.95
6-January-2016,2365.00,2384.50,2352.20,2381.20,2374.342803324099722991,45125,3023,107142219.00,19682,43.62,32.30,16.20
5-January-2016,2383.00,2386.35,2343.55,2350.35,2352.204009417913088449,73477,5036,172832894.00,40299,54.85,42.80,-32.65
4-January-2016,2416.10,2416.10,2369.05,2375.50,2380.913652675448955801,131249,8610,312492536.00,62483,47.61,47.05,-40.60
1-January-2016,2432.10,2436.35,2412.40,2416.25,2421.142253564882413246,32189,2835,77934148.00,14944,46.43,23.95,-15.85
31-December-2015,2420.00,2448.00,2409.00,2439.20,2429.406912105714557987,31481,2740,76480159.00,7137,22.67,39.00,19.20
30-December-2015,2452.00,2457.00,2413.00,2418.40,2434.399540213107575536,27404,2297,66712285.00,8181,29.85,44.00,-33.60
29-December-2015,2460.00,2464.50,2445.00,2451.95,2452.659211618257261410,24100,1978,59109087.00,4547,18.87,19.50,-8.05
28-December-2015,2422.00,2462.90,2422.00,2458.50,2441.843187164950441590,207432,4667,506516416.00,133495,64.36,40.90,36.50
24-December-2015,2420.00,2435.95,2403.80,2433.35,2426.012971452385913732,19196,1702,46569745.00,4375,22.79,32.15,13.35
23-December-2015,2411.35,2435.00,2410.00,2420.40,2423.088243807633461522,24183,2054,58597543.00,4922,20.35,25.00,9.05
22-December-2015,2441.05,2441.05,2400.50,2405.95,2414.490991248641537493,34966,2613,84425092.00,11052,31.61,40.55,-35.10
21-December-2015,2410.00,2448.00,2407.45,2440.95,2430.331937144108628996,36528,3183,88775165.00,11163,30.56,40.55,30.95
18-December-2015,2437.55,2437.55,2403.15,2416.45,2413.796418932427029188,160064,5991,386361910.00,107921,67.42,34.40,-21.10
17-December-2015,2420.00,2445.75,2395.20,2440.35,2418.193022373909745923,68562,3711,165796150.00,37459,54.64,50.55,20.35
16-December-2015,2397.95,2414.55,2385.70,2407.10,2398.550846385065654168,126420,5219,303224798.00,80007,63.29,28.85,9.15
15-December-2015,2380.00,2384.90,2365.70,2375.20,2375.125023179913214404,26963,3529,64040496.00,7542,27.97,19.20,-4.80
14-December-2015,2344.90,2384.45,2335.00,2377.45,2361.239620306629813784,134951,7148,318651648.00,65685,48.67,49.45,32.55
11-December-2015,2395.00,2395.00,2363.05,2387.25,2384.461054243873281530,53536,2592,127654507.00,30837,57.60,31.95,-7.75
10-December-2015,2370.00,2392.40,2353.50,2380.75,2374.758745254156069151,54258,4169,128849660.00,17011,31.35,38.90,10.75
9-December-2015,2330.00,2371.00,2320.55,2365.70,2356.950169046484878762,86071,6128,202865058.00,36418,42.31,50.45,35.70
8-December-2015,2323.00,2348.50,2318.00,2329.50,2332.229449962879777466,106411,5681,248174868.00,67972,63.88,30.50,6.50
7-December-2015,2331.00,2345.00,2316.65,2324.10,2325.094600597191718283,81046,5597,188439617.00,36126,44.57,28.35,-6.90
4-December-2015,2339.80,2340.00,2322.00,2330.15,2331.036136829715201009,82409,4868,192098357.00,39455,47.88,18.00,-9.65
3-December-2015,2366.00,2372.55,2347.50,2350.85,2353.798884154109739489,68289,3680,160738572.00,36911,54.05,25.05,-15.15
2-December-2015,2367.00,2370.95,2349.00,2365.25,2362.297684861067522873,41423,3022,97853457.00,16422,39.64,21.95,-1.75
1-December-2015,2365.00,2378.40,2357.20,2362.15,2363.333586779077308406,44717,2812,105681188.00,24108,53.91,21.20,-2.85
30-November-2015,2360.00,2381.30,2352.00,2365.25,2366.694617487563303903,44626,3567,105616114.00,10706,23.99,29.30,5.25
27-November-2015,2346.00,2357.90,2333.00,2352.65,2348.370839374402319770,64834,4986,152254275.00,19438,29.98,24.90,6.65
26-November-2015,2372.00,2381.80,2338.00,2345.15,2356.913942404510975364,44691,4036,105332841.00,21131,47.28,43.80,-26.85
24-November-2015,2388.00,2391.90,2365.00,2370.10,2378.211328741569809154,27876,2366,66295019.00,10409,37.34,26.90,-17.90
23-November-2015,2413.90,2413.90,2384.15,2391.70,2398.020305873281069271,31124,2563,74635984.00,8212,26.38,29.75,-22.20
20-November-2015,2364.10,2422.00,2364.00,2395.55,2402.431340522670025188,50816,4883,122081951.00,9327,18.35,58.00,31.45
19-November-2015,2370.00,2381.25,2352.05,2363.20,2369.439050278623687436,158278,2993,375030074.00,134859,85.20,29.20,-6.80
18-November-2015,2390.55,2390.55,2346.95,2351.90,2360.469431726366819283,96538,5628,227874998.00,45940,47.59,43.60,-38.65
17-November-2015,2381.00,2398.45,2375.75,2390.50,2386.723875624652970571,54030,3421,128954691.00,27736,51.33,22.70,9.50
16-November-2015,2400.00,2400.00,2355.00,2374.90,2371.462508749825003499,71430,6931,169393567.00,31742,44.44,45.00,-25.10
13-November-2015,2465.00,2465.00,2387.70,2397.30,2403.244474810449701559,105381,10150,253256306.00,48835,46.34,77.30,-67.70
11-November-2015,2471.00,2480.30,2456.80,2470.55,2469.175408740047407767,16453,1552,40625343.00,7860,47.77,23.50,-0.45
10-November-2015,2476.00,2478.00,2451.50,2461.70,2464.594257128564282141,99950,4070,246336196.00,57235,57.26,26.50,-14.30
9-November-2015,2484.00,2500.60,2468.95,2475.05,2477.482101244484109276,121014,5641,299810019.00,82849,68.46,31.65,-8.95
6-November-2015,2488.00,2515.60,2483.00,2505.75,2506.409255550347296203,23467,2051,58817906.00,8498,36.21,32.60,17.75
5-November-2015,2538.95,2539.00,2485.15,2490.75,2496.473254480003164682,126395,5607,315541737.00,34371,27.19,53.85,-48.20
4-November-2015,2551.00,2551.00,2520.20,2529.45,2531.300973517598202736,29378,3130,74364560.00,8598,29.27,30.80,-21.55
3-November-2015,2520.00,2545.55,2518.55,2542.60,2536.113553113553113553,35490,3697,90006670.00,14541,40.97,27.00,22.60
2-November-2015,2497.00,2516.90,2488.05,2511.20,2506.024665201925088930,38232,3354,95810335.00,13660,35.73,28.85,14.20
30-October-2015,2501.00,2511.00,2485.00,2497.30,2497.231421240722074589,43652,3130,109009146.00,18517,42.42,26.00,-3.70
29-October-2015,2530.00,2530.00,2493.00,2496.15,2500.511632566734198633,89834,5507,224630962.00,56454,62.84,37.00,-33.85
28-October-2015,2526.00,2530.00,2507.60,2524.65,2522.802963447186359426,36714,2963,92622188.00,14757,40.19,22.40,-1.35
27-October-2015,2535.20,2543.95,2521.45,2529.80,2530.876376678198495572,31507,2454,79740322.00,13648,43.32,22.50,-5.40
26-October-2015,2545.00,2548.00,2517.00,2535.20,2528.812185499303078267,42329,2998,107042091.00,17725,41.87,31.00,-9.80
23-October-2015,2535.00,2542.00,2527.05,2536.20,2534.964504219409282700,37920,2721,96125854.00,17826,47.01,14.95,1.20
21-October-2015,2526.75,2542.20,2518.70,2525.50,2532.316828947154537622,61519,4993,155785599.00,26674,43.36,23.50,-1.25
20-October-2015,2493.00,2529.80,2492.50,2526.70,2518.784308343156093071,61931,4905,155990831.00,19415,31.35,37.30,33.70
19-October-2015,2478.00,2493.00,2458.00,2486.85,2474.239606809529266460,78537,6967,194319356.00,22649,28.84,35.00,8.85
16-October-2015,2490.00,2492.00,2470.00,2475.95,2479.887587780898876404,56960,5125,141254397.00,24133,42.37,22.00,-14.05
15-October-2015,2490.00,2505.00,2465.00,2468.65,2491.200421815941324928,421985,11944,1051249210.00,355393,84.22,40.00,-21.35
14-October-2015,2550.00,2550.00,2480.00,2483.40,2496.515313880640755547,361698,21560,902984596.00,109647,30.31,70.00,-66.60
13-October-2015,2605.00,2612.45,2568.05,2597.40,2588.927193579327928119,121981,8946,315799928.00,28454,23.33,44.40,-7.60
12-October-2015,2667.00,2670.00,2585.30,2592.40,2611.701739937241328982,95923,12316,250522266.00,36733,38.29,84.70,-74.60
9-October-2015,2678.00,2678.00,2610.00,2629.85,2629.343118644067796610,59000,3789,155131244.00,26420,44.78,68.00,-48.15
8-October-2015,2665.05,2678.00,2620.50,2634.75,2641.771398445253059874,48368,4475,127777199.00,19695,40.72,57.50,-30.30
7-October-2015,2695.70,2716.45,2647.10,2655.10,2684.139790018259281801,65720,6309,176401667.00,23868,36.32,69.35,-40.60
6-October-2015,2725.00,2725.40,2680.20,2695.70,2704.243032664069523524,66740,4060,180481180.00,34440,51.60,45.20,-29.30
5-October-2015,2650.00,2769.00,2650.00,2713.45,2710.604506712717954431,107706,8032,291948369.00,47752,44.34,119.00,63.45
1-October-2015,2600.00,2645.00,2590.60,2639.70,2631.972089314194577352,55176,4716,145221692.00,18821,34.11,54.40,39.70
30-September-2015,2630.00,2641.80,2571.55,2587.70,2584.785965144788284407,45273,4245,117021015.00,20747,45.83,70.25,-42.30
29-September-2015,2572.00,2632.00,2570.00,2590.20,2604.281055900621118012,37352,3847,97275106.00,7344,19.66,62.00,18.20
28-September-2015,2580.00,2618.95,2580.00,2590.35,2601.572636905837701066,27665,2636,71972507.00,6141,22.20,38.95,10.35
24-September-2015,2534.00,2583.95,2531.90,2575.60,2565.199105883764889435,66658,5195,170991042.00,26536,39.81,52.05,41.60
23-September-2015,2527.00,2557.30,2515.00,2534.05,2534.637033438587968585,37053,3236,93915906.00,11181,30.18,42.30,7.05
22-September-2015,2554.15,2575.00,2493.90,2526.35,2537.482048752046285291,44593,4269,113153937.00,14745,33.07,81.10,-27.80
21-September-2015,2550.00,2554.15,2534.15,2550.70,2545.433830262627742573,27301,2255,69492889.00,13197,48.34,20.00,0.70
18-September-2015,2560.00,2585.00,2547.80,2554.15,2575.377759504079954456,47427,3443,122142441.00,11949,25.19,37.20,-5.85
16-September-2015,2548.00,2563.95,2543.50,2551.15,2553.977403846153846153,20800,1848,53122730.00,6904,33.19,20.45,3.15
15-September-2015,2550.75,2558.00,2536.00,2543.15,2546.916405311135211185,34117,4277,86893147.00,11312,33.16,22.00,-7.60
14-September-2015,2555.00,2564.70,2545.15,2550.75,2552.802703014901235993,17314,2343,44199226.00,8162,47.14,19.55,-4.25
11-September-2015,2549.90,2568.00,2535.20,2545.50,2551.275268554687500000,40960,3569,104500235.00,13453,32.84,32.80,-4.40
10-September-2015,2540.00,2576.00,2527.05,2542.35,2551.042601667178995714,55303,4359,141080309.00,13718,24.81,48.95,2.35
9-September-2015,2560.00,2575.00,2546.65,2550.65,2558.970877543780436675,31007,2374,79346010.00,12228,39.44,28.35,-9.35
8-September-2015,2543.00,2563.70,2523.05,2542.10,2539.623733205336829823,256257,4542,650796359.00,214445,83.68,40.65,-0.90
7-September-2015,2552.00,2559.50,2535.00,2539.50,2546.418382416818695161,23022,2210,58623644.00,5870,25.50,24.50,-12.50
4-September-2015,2625.00,2625.00,2542.45,2549.45,2569.795202789178692793,45318,4275,116457979.00,9557,21.09,82.55,-75.55
