Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
11-April-2017,8.29,8.41,8.15,8.23,8.243047649199284825,985494,892,8123474.00,407622,41.36,0.26,-0.06
10-April-2017,8.31,8.38,8.16,8.29,8.261006558556090210,525573,460,4341762.00,198256,37.72,0.22,-0.02
7-April-2017,8.42,8.55,8.26,8.32,8.399216164512360303,644523,585,5413488.00,281284,43.64,0.29,-0.10
6-April-2017,8.75,8.75,8.42,8.55,8.542192746759646174,667674,568,5703400.00,354298,53.06,0.33,-0.20
5-April-2017,8.43,8.80,8.43,8.72,8.644283504836544840,1037104,949,8965021.00,497054,47.93,0.37,0.29
3-April-2017,8.25,8.61,8.20,8.43,8.442744555663029570,1370874,1146,11573939.00,751800,54.84,0.41,0.18
31-March-2017,7.60,8.45,7.59,8.16,8.144105926211595320,1656927,1600,13494189.00,657928,39.71,0.86,0.56
30-March-2017,7.42,7.73,7.42,7.62,7.637676856574310687,282927,298,2160905.00,143953,50.88,0.31,0.20
29-March-2017,7.45,7.68,7.43,7.52,7.569002799766436596,935078,634,7077608.00,532666,56.96,0.25,0.07
28-March-2017,7.64,7.67,7.40,7.41,7.452816686629875296,1173826,624,8748310.00,817265,69.62,0.27,-0.23
27-March-2017,7.60,7.69,7.46,7.48,7.557427909463553733,701375,399,5300591.00,400031,57.04,0.23,-0.12
24-March-2017,7.70,7.88,7.55,7.61,7.697673267939091819,646744,621,4978424.00,329308,50.92,0.33,-0.09
23-March-2017,7.73,7.90,7.63,7.71,7.746206676249800351,325572,318,2521948.00,153468,47.14,0.27,-0.02
22-March-2017,7.88,7.88,7.53,7.62,7.637153745923022308,735226,595,5615034.00,484886,65.95,0.35,-0.26
21-March-2017,8.15,8.25,7.80,7.91,8.001157489602592515,1225065,840,9801938.00,527392,43.05,0.45,-0.24
20-March-2017,7.75,8.20,7.60,8.00,7.956507992956226186,2153959,2264,17137992.00,906252,42.07,0.60,0.25
17-March-2017,7.20,7.74,7.20,7.59,7.415464274203849404,1182157,1109,8766243.00,633514,53.59,0.54,0.39
16-March-2017,7.12,7.25,7.10,7.21,7.138106457394421340,1436725,296,10255496.00,1288683,89.70,0.15,0.09
15-March-2017,7.14,7.23,7.08,7.10,7.137114266803845372,305198,292,2178233.00,150586,49.34,0.15,-0.04
14-March-2017,7.20,7.28,7.07,7.09,7.135552097892876921,417109,334,2976303.00,270041,64.74,0.21,-0.11
10-March-2017,7.19,7.19,7.04,7.07,7.101480945828620133,441137,326,3132726.00,236334,53.57,0.15,-0.12
9-March-2017,7.10,7.20,7.10,7.12,7.147334261060098434,361457,218,2583454.00,230270,63.71,0.10,0.02
8-March-2017,7.17,7.30,7.07,7.11,7.146450802778631145,335273,278,2396012.00,210120,62.67,0.23,-0.06
7-March-2017,7.23,7.49,7.22,7.25,7.356168735102530636,1331602,976,9795489.00,615051,46.19,0.27,0.02
6-March-2017,7.16,7.25,7.07,7.14,7.169364452318335038,272631,261,1954591.00,128513,47.14,0.18,-0.02
3-March-2017,7.11,7.20,7.10,7.14,7.127041245962184657,369321,230,2632166.00,255410,69.16,0.10,0.03
2-March-2017,7.22,7.46,7.11,7.13,7.301044331403048821,849443,716,6201821.00,316556,37.27,0.35,-0.09
1-March-2017,7.17,7.25,7.16,7.22,7.207581759491577819,417291,323,3007659.00,319428,76.55,0.09,0.05
28-February-2017,7.14,7.24,7.11,7.16,7.163668290319976317,297272,258,2129558.00,191272,64.34,0.13,0.02
27-February-2017,7.11,7.25,7.10,7.13,7.162336928746267853,557655,433,3994113.00,370952,66.52,0.15,0.02
23-February-2017,7.08,7.19,7.08,7.12,7.152655480014005089,191359,211,1368725.00,93919,49.08,0.11,0.04
22-February-2017,7.06,7.28,7.05,7.10,7.157621146973644936,991688,627,7098127.00,531399,53.59,0.23,0.04
21-February-2017,7.03,7.12,7.03,7.05,7.063661153306118908,184461,236,1302970.00,93023,50.43,0.09,0.02
20-February-2017,7.10,7.13,7.00,7.05,7.049551600924823092,228368,285,1609892.00,116391,50.97,0.13,-0.05
17-February-2017,7.14,7.20,7.04,7.07,7.109077570150040421,280791,289,1996165.00,152482,54.30,0.16,-0.07
16-February-2017,7.00,7.12,6.97,7.10,7.042804346287469189,324967,275,2288679.00,167624,51.58,0.15,0.10
15-February-2017,7.05,7.12,6.97,6.99,7.032591681574239713,733408,498,5157759.00,429982,58.63,0.15,-0.06
14-February-2017,7.15,7.16,7.02,7.04,7.080914202660629840,382541,465,2708740.00,178840,46.75,0.14,-0.11
13-February-2017,7.27,7.39,7.08,7.12,7.196676948996559842,821474,592,5911883.00,474700,57.79,0.31,-0.15
10-February-2017,7.65,7.70,7.31,7.36,7.422149390118634457,730142,729,5419223.00,360951,49.44,0.39,-0.29
9-February-2017,7.71,7.80,7.53,7.59,7.633070792717790241,1222541,1120,9331742.00,524377,42.89,0.27,-0.12
8-February-2017,7.89,8.15,7.74,8.00,7.952365408742186545,1351035,1230,10743924.00,636640,47.12,0.41,0.11
7-February-2017,7.75,8.17,7.65,7.81,7.915801612472275389,1006777,1126,7969447.00,435758,43.28,0.52,0.06
6-February-2017,7.60,7.80,7.43,7.77,7.654189856233093217,991466,839,7588869.00,571787,57.67,0.37,0.17
3-February-2017,7.14,7.57,7.12,7.46,7.370238376992144043,874623,793,6446180.00,433768,49.59,0.45,0.32
2-February-2017,7.20,7.20,7.05,7.12,7.124019909077162152,310813,318,2214238.00,159302,51.25,0.15,-0.08
1-February-2017,7.30,7.35,7.12,7.17,7.241746661254908480,408986,395,2961773.00,224126,54.80,0.23,-0.13
31-January-2017,7.18,7.49,7.16,7.19,7.308064288569614597,850540,711,6215801.00,375310,44.13,0.33,0.01
30-January-2017,6.97,7.36,6.95,7.16,7.187128760997423807,720055,640,5175128.00,344323,47.82,0.41,0.19
27-January-2017,7.00,7.08,6.96,6.98,7.026438175940923912,565508,394,3973507.00,310842,54.97,0.12,-0.02
25-January-2017,7.13,7.13,6.94,6.97,7.016377057040336550,517248,366,3629207.00,323990,62.64,0.19,-0.16
24-January-2017,7.07,7.10,7.02,7.09,7.073993911505292943,326189,212,2307459.00,198582,60.88,0.08,0.02
23-January-2017,7.03,7.23,7.02,7.06,7.113347978186782975,376469,380,2677955.00,199505,52.99,0.21,0.03
20-January-2017,6.96,7.79,6.91,7.00,7.241295457284670253,2920544,2432,21148522.00,1415874,48.48,0.88,0.04
19-January-2017,7.00,7.03,6.90,6.91,6.946826996594147494,330901,312,2298712.00,205936,62.23,0.13,-0.09
18-January-2017,7.10,7.10,7.00,7.00,7.034750073465198190,241611,201,1699673.00,125449,51.92,0.10,-0.10
17-January-2017,7.05,7.09,6.96,6.99,7.029367884230291409,176281,185,1239144.00,110376,62.61,0.13,-0.06
16-January-2017,7.01,7.09,6.95,7.01,7.028565482796892341,216240,234,1519857.00,144489,66.82,0.14,0.00
13-January-2017,7.02,7.21,7.02,7.09,7.105544210078151497,277154,217,1969330.00,147317,53.15,0.19,0.07
12-January-2017,7.13,7.22,7.06,7.11,7.136324390488432261,668281,468,4769070.00,300824,45.01,0.16,-0.02
11-January-2017,7.02,7.19,7.00,7.13,7.122712608870610221,439857,348,3132975.00,283237,64.39,0.19,0.11
10-January-2017,7.02,7.12,6.93,6.97,7.010135430907339937,296978,402,2081856.00,173077,58.28,0.19,-0.05
9-January-2017,7.15,7.29,7.07,7.13,7.146450623679084994,217179,224,1552059.00,132549,61.03,0.22,-0.02
6-January-2017,7.16,7.29,7.09,7.20,7.184092815780319616,244355,294,1755469.00,136346,55.80,0.20,0.04
5-January-2017,7.21,7.39,7.21,7.29,7.310834223869398149,219905,312,1607689.00,126786,57.65,0.18,0.08
4-January-2017,7.06,7.33,7.06,7.21,7.220526281030322670,651097,589,4701263.00,293618,45.10,0.27,0.15
3-January-2017,7.11,7.12,7.05,7.07,7.094857212469384353,311932,364,2213113.00,186776,59.88,0.07,-0.04
2-January-2017,6.93,7.26,6.86,7.18,7.087098533241336330,359432,578,2547330.00,194222,54.04,0.40,0.25
30-December-2016,6.78,6.96,6.78,6.90,6.898748052491886665,162387,312,1120267.00,100344,61.79,0.18,0.12
29-December-2016,6.75,6.91,6.70,6.81,6.829853641333098219,113420,218,774642.00,63979,56.41,0.21,0.06
28-December-2016,6.77,6.87,6.67,6.75,6.779986798264914817,190884,287,1294191.00,94552,49.53,0.20,-0.02
27-December-2016,6.53,6.80,6.32,6.69,6.517457414623866384,279967,491,1824673.00,142867,51.03,0.48,0.16
26-December-2016,6.71,6.71,6.45,6.51,6.524734129260431583,242317,403,1581054.00,162251,66.96,0.26,-0.20
23-December-2016,6.73,6.75,6.62,6.71,6.689768490713565333,176494,224,1180704.00,128291,72.69,0.13,-0.02
22-December-2016,6.85,6.89,6.65,6.74,6.710044130293036485,317469,334,2130231.00,213886,67.37,0.24,-0.11
21-December-2016,6.83,6.88,6.78,6.80,6.806100929169571240,226654,260,1542630.00,152783,67.41,0.10,-0.03
20-December-2016,6.95,7.02,6.75,6.79,6.858358402819626946,416509,474,2856568.00,259616,62.33,0.27,-0.16
19-December-2016,7.00,7.05,6.96,6.97,6.982342416452442159,243125,228,1697582.00,147841,60.81,0.09,-0.03
16-December-2016,7.07,7.09,6.97,7.00,7.022852189874063121,196130,242,1377392.00,99907,50.94,0.12,-0.07
15-December-2016,7.00,7.14,7.00,7.07,7.086227134668524058,218945,225,1551494.00,121738,55.60,0.14,0.07
14-December-2016,7.10,7.17,7.02,7.04,7.070011122490556895,181614,214,1284013.00,126318,69.55,0.15,-0.06
13-December-2016,7.08,7.09,7.01,7.05,7.046645735360653714,364685,313,2569806.00,215040,58.97,0.08,-0.03
12-December-2016,7.08,7.22,7.02,7.04,7.115783185594305761,395066,443,2811204.00,218162,55.22,0.20,-0.04
9-December-2016,7.25,7.26,7.15,7.17,7.188191652585989240,257445,283,1850564.00,113621,44.13,0.11,-0.08
8-December-2016,7.25,7.40,7.14,7.20,7.319329977654338908,1784239,411,13059434.00,1531420,85.83,0.26,-0.05
7-December-2016,7.07,7.45,7.04,7.21,7.233481793422287322,1092325,1254,7901313.00,348010,31.86,0.41,0.14
6-December-2016,7.29,7.30,6.92,7.02,7.081779166272208021,1077426,1236,7630093.00,538263,49.96,0.38,-0.27
5-December-2016,7.27,7.61,7.27,7.44,7.445836572899804988,470742,676,3505068.00,183901,39.07,0.34,0.17
2-December-2016,7.50,7.50,7.16,7.21,7.275887458403894814,556843,768,4051527.00,275818,49.53,0.34,-0.29
1-December-2016,7.75,7.89,7.51,7.57,7.678898500351480121,409696,408,3146014.00,247918,60.51,0.38,-0.18
30-November-2016,7.56,7.80,7.47,7.74,7.611310892585058841,391817,503,2982241.00,274154,69.97,0.33,0.18
29-November-2016,7.44,7.67,7.44,7.52,7.560034867503486750,286800,390,2168218.00,178354,62.19,0.23,0.08
28-November-2016,7.19,7.54,7.08,7.42,7.323812923955730096,263294,554,1928316.00,96342,36.59,0.46,0.23
25-November-2016,7.22,7.29,7.06,7.21,7.198359591264823485,146305,187,1053156.00,99688,68.14,0.23,-0.01
24-November-2016,7.16,7.18,7.04,7.12,7.098310373092889817,113457,186,805353.00,60630,53.44,0.14,-0.04
23-November-2016,7.05,7.19,6.98,7.12,7.077053130530939753,656534,362,4646326.00,443557,67.56,0.21,0.07
22-November-2016,7.07,7.18,6.90,7.09,7.018966289745673255,263362,283,1848529.00,114957,43.65,0.28,0.02
21-November-2016,7.30,7.30,6.88,6.94,7.001354558359792373,369124,583,2584368.00,156782,42.47,0.42,-0.36
18-November-2016,7.10,7.57,7.05,7.26,7.279828183371901326,330585,389,2406602.00,148056,44.79,0.52,0.16
17-November-2016,7.00,7.17,7.00,7.10,7.072952332404936573,325651,372,2303314.00,171153,52.56,0.17,0.10
16-November-2016,7.07,7.27,6.82,6.97,7.012699319019589732,595465,629,4175817.00,313824,52.70,0.45,-0.10
15-November-2016,7.60,7.60,6.95,7.07,7.166223345237425993,1013937,914,7266099.00,695310,68.58,0.65,-0.53
11-November-2016,7.89,7.89,7.36,7.50,7.579964147283916939,667174,779,5057155.00,275277,41.26,0.53,-0.39
10-November-2016,8.00,8.10,7.80,7.91,7.974676919451895889,441376,445,3519831.00,199565,45.21,0.30,-0.09
9-November-2016,7.48,7.92,7.16,7.77,7.609860581989138364,1233700,1230,9388285.00,531374,43.07,0.76,0.29
8-November-2016,8.05,8.23,8.02,8.18,8.094583600268835165,254431,382,2059513.00,139132,54.68,0.21,0.13
7-November-2016,8.11,8.30,8.00,8.07,8.122667466177762094,376897,462,3061409.00,223820,59.38,0.30,-0.04
4-November-2016,8.20,8.22,7.75,8.02,7.993681040264655682,1015357,877,8116440.00,489137,48.17,0.47,-0.18
3-November-2016,8.30,8.39,8.16,8.20,8.254323855648409678,548411,627,4526762.00,349792,63.78,0.23,-0.10
2-November-2016,8.37,8.43,8.30,8.33,8.343300122941609345,453874,506,3786807.00,308119,67.89,0.13,-0.04
1-November-2016,8.50,8.65,8.46,8.50,8.570835259314042710,432680,638,3708429.00,265876,61.45,0.19,0.00
30-October-2016,8.49,8.65,8.34,8.53,8.487734066965021489,394385,401,3347435.00,168103,42.62,0.31,0.04
28-October-2016,8.52,8.60,8.32,8.38,8.432627771371193675,583601,590,4921290.00,319474,54.74,0.28,-0.14
27-October-2016,8.85,8.85,8.48,8.54,8.559878222121669675,406642,462,3480806.00,265144,65.20,0.37,-0.31
26-October-2016,8.68,8.78,8.46,8.68,8.667939615416245806,474227,427,4110571.00,229663,48.43,0.32,0.00
25-October-2016,8.75,8.80,8.45,8.61,8.596901433731966164,891380,925,7663106.00,360185,40.41,0.35,-0.14
24-October-2016,9.18,9.18,8.65,8.82,8.859044450940320626,783403,905,6940202.00,455226,58.11,0.53,-0.36
21-October-2016,9.30,9.35,8.95,9.03,9.082921984400772662,1644184,702,14933995.00,1326423,80.67,0.40,-0.27
20-October-2016,9.20,9.50,9.05,9.23,9.227131081984006959,1397858,1428,12898219.00,596377,42.66,0.45,0.03
19-October-2016,9.00,9.20,8.91,9.11,9.039955346694336207,704987,702,6373051.00,310503,44.04,0.29,0.11
18-October-2016,8.90,9.03,8.83,8.96,8.935895701545214640,495271,514,4425690.00,342672,69.19,0.20,0.06
17-October-2016,8.80,9.08,8.72,8.90,8.922719919921971750,585429,597,5223619.00,271851,46.44,0.36,0.10
14-October-2016,8.63,8.85,8.59,8.76,8.670443941862120229,252916,358,2192894.00,172087,68.04,0.26,0.13
13-October-2016,8.64,8.68,8.42,8.52,8.515107098658548698,372507,377,3171937.00,235695,63.27,0.26,-0.12
10-October-2016,8.65,8.86,8.55,8.63,8.679953845596201323,496594,529,4310413.00,356902,71.87,0.31,-0.02
7-October-2016,8.85,8.89,8.60,8.63,8.701741781236173520,492714,523,4287470.00,267145,54.22,0.29,-0.22
6-October-2016,9.01,9.11,8.67,8.76,8.915178605563006268,653927,784,5829876.00,388501,59.41,0.44,-0.25
5-October-2016,9.10,9.20,8.80,9.02,8.985747502784176248,643817,648,5785177.00,352785,54.80,0.40,-0.08
4-October-2016,9.06,9.12,8.73,9.06,8.944217690311881771,840607,858,7518572.00,429214,51.06,0.39,0.00
3-October-2016,8.38,9.32,8.35,9.03,8.559638037934033663,9424413,2918,80669564.00,7743882,82.17,0.97,0.65
30-September-2016,8.22,8.53,8.17,8.25,8.344097327361524186,538307,516,4491686.00,266959,49.59,0.36,0.03
29-September-2016,8.95,9.04,8.12,8.23,8.517226015211609156,958347,1010,8162458.00,501051,52.28,0.92,-0.72
28-September-2016,8.97,9.04,8.81,8.87,8.913287694201458325,489054,425,4359079.00,301190,61.59,0.23,-0.10
27-September-2016,8.98,9.10,8.91,9.01,9.006433177316646913,398248,487,3586794.00,220093,55.27,0.19,0.03
26-September-2016,8.88,9.21,8.77,8.91,8.997079199783868341,1058614,1288,9524434.00,521503,49.26,0.44,0.03
23-September-2016,8.98,8.98,8.70,8.77,8.828987568071634285,388194,519,3427360.00,203881,52.52,0.28,-0.21
22-September-2016,9.00,9.00,8.80,8.90,8.890623658836657034,559216,515,4971779.00,262024,46.86,0.20,-0.10
21-September-2016,8.97,9.04,8.78,8.83,8.885620682684734042,717315,748,6373789.00,375259,52.31,0.26,-0.14
20-September-2016,9.18,9.27,8.90,8.94,9.047255760952830111,733646,757,6637483.00,410311,55.93,0.37,-0.24
19-September-2016,9.49,9.60,9.12,9.20,9.325977395842773309,540697,631,5042528.00,285230,52.75,0.48,-0.29
16-September-2016,9.49,9.60,9.27,9.49,9.462468605100463678,828160,1165,7836438.00,437158,52.79,0.33,0.00
15-September-2016,10.20,10.30,9.12,9.30,9.482226878829543758,5051842,7628,47902712.00,2181572,43.18,1.18,-0.90
14-September-2016,9.48,9.83,9.25,9.29,9.440709249297176831,901009,938,8506164.00,447447,49.66,0.58,-0.19
12-September-2016,9.50,9.58,9.45,9.47,9.508566968420048738,398449,456,3788679.00,264940,66.49,0.13,-0.03
9-September-2016,9.66,9.75,9.45,9.50,9.556297472699139508,538994,706,5150787.00,290290,53.86,0.30,-0.16
8-September-2016,9.63,9.71,9.50,9.59,9.585282000894651818,511931,637,4907003.00,348598,68.09,0.21,-0.04
7-September-2016,9.88,9.90,9.60,9.69,9.765910723726125442,295084,382,2881764.00,180981,61.33,0.30,-0.19
6-September-2016,9.87,9.88,9.54,9.82,9.768156676159744587,321989,360,3145239.00,241088,74.87,0.34,-0.05
2-September-2016,10.07,10.13,9.61,9.65,9.798076052750676223,475065,553,4654723.00,299509,63.05,0.52,-0.42
1-September-2016,10.03,10.24,9.95,9.99,10.062632463641014397,342075,533,3442175.00,212355,62.08,0.29,-0.04
31-August-2016,10.05,10.10,9.98,10.00,10.027256952708170162,231097,229,2317269.00,161608,69.93,0.12,-0.05
30-August-2016,10.12,10.25,9.98,10.01,10.092555107386845669,268748,366,2712354.00,124224,46.22,0.27,-0.11
29-August-2016,10.10,10.15,9.91,9.99,10.019464402351404310,244960,296,2454368.00,145960,59.59,0.24,-0.11
26-August-2016,10.16,10.30,9.86,9.98,10.025705982563383104,748425,650,7503489.00,377857,50.49,0.44,-0.18
25-August-2016,10.50,10.58,10.11,10.16,10.346299365404914789,398837,507,4126487.00,213948,53.64,0.47,-0.34
24-August-2016,9.97,10.75,9.92,10.41,10.347781877698229520,408138,779,4223323.00,203794,49.93,0.83,0.44
23-August-2016,9.97,10.03,9.87,9.97,9.950950472803828428,226098,223,2249890.00,132085,58.42,0.16,0.00
22-August-2016,9.98,9.98,9.76,9.84,9.848357444937981006,282091,236,2778133.00,185004,65.58,0.22,-0.14
19-August-2016,10.11,10.11,9.82,9.87,9.961676572560673600,209976,251,2091713.00,150947,71.89,0.29,-0.24
18-August-2016,10.08,10.18,9.95,9.99,10.015752686562696440,267256,272,2676770.00,146167,54.69,0.23,-0.09
17-August-2016,10.10,10.23,9.95,10.03,10.054792577593880525,408924,388,4111646.00,222332,54.37,0.28,-0.07
16-August-2016,10.25,10.35,10.00,10.02,10.123858615611192930,373450,396,3780755.00,245372,65.70,0.35,-0.23
12-August-2016,10.44,10.58,10.27,10.33,10.404683870557164221,377124,340,3923856.00,221899,58.84,0.31,-0.11
11-August-2016,10.32,10.54,10.27,10.33,10.409479510707671072,284002,256,2956313.00,189793,66.83,0.27,0.01
10-August-2016,10.70,10.70,10.25,10.28,10.368031887049742287,609401,457,6318289.00,377552,61.95,0.45,-0.42
9-August-2016,10.67,10.78,10.37,10.46,10.526625517331341088,337308,362,3550715.00,198876,58.96,0.41,-0.21
8-August-2016,11.00,11.00,10.62,10.67,10.795331636453131780,308802,351,3333620.00,188490,61.04,0.38,-0.33
5-August-2016,11.04,11.04,10.82,10.87,10.901349379316156164,261083,285,2846157.00,144998,55.54,0.22,-0.17
4-August-2016,10.87,10.98,10.77,10.84,10.880556816695266750,259906,332,2827922.00,153371,59.01,0.21,-0.03
3-August-2016,11.03,11.10,10.65,10.77,10.805153315935780336,282032,436,3047399.00,125911,44.64,0.45,-0.26
2-August-2016,11.06,11.17,10.86,10.98,11.002537865577200936,321136,363,3533311.00,177348,55.23,0.31,-0.08
1-August-2016,11.43,11.49,10.95,11.06,11.168657134745164272,549452,551,6136641.00,310464,56.50,0.54,-0.37
29-July-2016,11.38,11.75,11.32,11.39,11.512686626515606134,691555,910,7961656.00,300273,43.42,0.43,0.01
28-July-2016,10.90,11.69,10.90,11.47,11.404500941955930380,1623749,1596,18518047.00,619096,38.13,0.79,0.57
27-July-2016,11.07,11.10,10.87,10.93,10.994308939758345044,244067,236,2683348.00,129456,53.04,0.23,-0.14
26-July-2016,11.00,11.09,10.80,10.91,10.972844288341166842,489989,400,5376573.00,268037,54.70,0.29,-0.09
25-July-2016,11.00,11.18,10.89,11.04,11.040406533924991119,332174,370,3667336.00,173892,52.35,0.29,0.04
22-July-2016,11.07,11.14,10.99,11.08,11.066365259554114043,305235,371,3377842.00,169587,55.56,0.15,0.01
21-July-2016,10.97,11.28,10.95,11.07,11.113523758542991945,321316,429,3570953.00,132880,41.35,0.33,0.10
20-July-2016,10.80,11.15,10.80,11.05,11.028226132413570100,371110,496,4092685.00,216485,58.33,0.35,0.25
19-July-2016,11.12,11.23,10.77,10.84,10.882250532492062854,622075,539,6769576.00,435394,69.99,0.46,-0.28
18-July-2016,11.19,11.25,11.00,11.12,11.137865143736875767,883385,705,9839023.00,552745,62.57,0.25,-0.07
15-July-2016,11.27,11.27,10.90,11.00,11.081403777274707989,470445,503,5213191.00,272577,57.94,0.37,-0.27
14-July-2016,11.30,11.50,11.20,11.28,11.312838237690506616,466388,470,5276172.00,213396,45.76,0.30,-0.02
13-July-2016,11.72,11.72,11.02,11.18,11.251968644671924635,1454681,2344,16368025.00,589330,40.51,0.70,-0.54
12-July-2016,11.39,11.94,11.36,11.72,11.678219157915398959,1711752,5398,19990215.00,769720,44.97,0.58,0.33
11-July-2016,11.95,11.95,11.30,11.39,11.503273855755954772,1152311,1266,13255349.00,611461,53.06,0.65,-0.56
8-July-2016,12.06,12.18,11.70,11.76,11.861559987193103458,708993,610,8409763.00,387927,54.72,0.48,-0.30
7-July-2016,11.92,12.29,11.90,12.01,12.078064579367128276,1448698,1456,17497468.00,697889,48.17,0.39,0.09
5-July-2016,11.40,12.10,11.29,11.89,11.809904762521627400,1235123,1284,14586685.00,562196,45.52,0.81,0.49
4-July-2016,11.40,11.73,11.37,11.43,11.537534801805961442,723382,710,8346045.00,386023,53.36,0.36,0.03
1-July-2016,11.45,11.53,11.33,11.40,11.418302581795756454,599970,606,6850639.00,304377,50.73,0.20,-0.05
30-June-2016,11.25,11.60,11.12,11.36,11.402160089801676659,1179488,1232,13448711.00,507242,43.01,0.48,0.11
29-June-2016,11.07,11.37,11.07,11.25,11.229556439515197103,696613,765,7822655.00,314821,45.19,0.30,0.18
28-June-2016,10.77,11.11,10.76,10.98,10.975205861401455878,506773,700,5561938.00,225365,44.47,0.35,0.21
27-June-2016,10.62,10.82,10.60,10.75,10.706937835355904161,527052,538,5643113.00,296726,56.30,0.22,0.13
24-June-2016,10.65,10.65,10.30,10.57,10.463813993231019819,749005,830,7837449.00,376596,50.28,0.35,-0.08
23-June-2016,10.75,11.02,10.74,10.97,10.869382039339836328,416321,484,4525152.00,241384,57.98,0.28,0.22
22-June-2016,11.00,11.13,10.80,10.85,10.914154720660539800,337421,390,3682665.00,174244,51.64,0.33,-0.15
